first_name,second_name,element_type,now_cost,selected_by_percent,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,season
Charalampos,Kostoulas,FWD,48,0.3,35,351,2,1,1,9,2,0,3,140,143.6,126.5,255.0,52.4,2025-26
Nehemiah,Oriola,MID,45,0.0,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2025-26
Freddie,Simmonds,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Pascal,Groß,MID,56,3.0,78,1636,1,6,6,17,2,0,10,389,397.2,668.2,220.0,128.5,2025-26
Harry,Howell,MID,45,0.0,4,92,0,0,0,2,0,0,0,11,10.2,5.1,2.0,1.8,2025-26
Robert,Lynch Sánchez,GK,48,10.3,113,3040,0,1,9,49,3,1,7,509,822.2,50.0,0.0,86.7,2025-26
Filip,Jörgensen,GK,43,0.2,9,378,0,0,0,5,0,0,0,50,79.8,0.0,0.0,7.9,2025-26
Mike,Penders,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Gabriel,Słonina,GK,38,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Marc,Cucurella Saseta,DEF,61,14.6,104,2706,1,4,9,39,8,1,5,468,562.8,577.8,309.0,145.1,2025-26
Reece,James,DEF,56,6.0,115,1957,2,6,8,20,4,0,11,493,459.0,483.7,116.0,106.1,2025-26
Trevoh,Chalobah,DEF,54,8.8,136,2780,3,1,9,40,3,1,7,516,719.2,111.2,160.0,99.1,2025-26
Levi,Samuels Colwill,DEF,47,0.2,8,225,0,0,0,4,0,0,0,30,66.0,7.6,6.0,8.0,2025-26
Malo,Gusto,DEF,48,1.7,96,2255,2,3,7,36,3,1,7,406,443.6,448.5,205.0,109.8,2025-26
Benoît,Badiashile Mukinayi,DEF,44,0.0,7,470,0,0,0,10,2,0,0,48,102.8,7.9,2.0,11.4,2025-26
Wesley,Fofana,DEF,44,0.4,65,1718,0,2,4,25,5,2,3,288,463.6,65.6,74.0,60.4,2025-26
Mamadou,Sarr,DEF,45,0.0,3,100,0,0,0,3,0,0,0,4,6.4,0.1,7.0,1.3,2025-26
Tosin,Adarabioyo,DEF,40,0.3,34,788,0,0,2,14,2,0,2,130,240.4,33.3,19.0,29.3,2025-26
Josh,Acheampong,DEF,37,1.8,39,657,1,0,2,13,1,0,5,118,132.6,40.9,70.0,24.4,2025-26
Aarón,Anselmino,DEF,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Cole,Palmer,MID,103,12.6,114,1954,10,2,3,33,5,0,11,430,536.6,393.6,547.0,147.7,2025-26
Pedro,Lomba Neto,MID,70,3.9,125,2629,5,7,11,33,2,1,9,543,523.0,836.2,505.0,186.7,2025-26
Enzo,Fernández,MID,65,12.3,157,3114,10,5,8,46,10,0,19,700,835.6,1063.2,747.0,264.6,2025-26
Estêvão,Almeida de Oliveira Gonçalves,MID,64,1.7,58,839,2,5,4,11,4,0,4,172,183.4,230.9,314.0,72.6,2025-26
Jamie,Bynoe-Gittens,MID,60,0.1,25,486,0,2,1,7,0,0,0,99,93.0,130.4,91.0,31.3,2025-26
Christopher,Nkunku,MID,59,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Moisés,Caicedo Corozo,MID,57,7.1,110,2796,3,1,6,47,11,1,10,580,562.4,403.1,128.0,109.2,2025-26
Roméo,Lavia,MID,49,0.0,13,374,0,0,0,10,0,0,0,81,34.4,46.6,14.0,9.5,2025-26
Mykhailo,Mudryk,MID,49,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Andrey,Nascimento dos Santos,MID,44,0.3,47,1247,1,0,1,18,4,0,3,257,229.6,153.9,91.0,47.5,2025-26
Dário,Luís Essugo,MID,43,0.1,1,26,0,0,0,1,2,0,0,7,11.4,2.1,2.0,1.6,2025-26
Kendry,Páez Andrade,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
João Pedro,Junqueira de Jesus,FWD,74,34.8,177,2658,15,9,10,36,5,0,30,715,758.4,456.6,909.0,212.1,2025-26
Liam,Delap,FWD,62,0.9,45,1092,1,2,2,18,4,0,1,123,67.8,73.7,349.0,47.3,2025-26
Nicolas,Jackson,FWD,65,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Marc,Guiu Paz,FWD,40,5.2,13,265,0,1,0,3,1,0,0,19,24.6,40.1,86.0,13.1,2025-26
Alejandro,Garnacho Ferreyra,MID,64,0.4,56,1261,1,4,4,20,2,0,3,222,211.4,405.3,399.0,100.5,2025-26
Jorrel,Hato,DEF,46,0.2,19,1139,0,0,0,27,7,0,0,93,233.2,114.9,36.0,38.4,2025-26
Landon,Emenalo,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Max,Merrick,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Teddy,Sharman-Lowe,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Jesse,Derry,MID,45,0.0,1,45,0,0,0,2,0,0,0,5,4.6,6.4,25.0,3.6,2025-26
Mathis,Eboué,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Ryan,Kavuma-McQueen,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Shumaira,Mheuka,FWD,45,0.0,1,1,0,0,0,0,0,0,0,3,2.0,0.3,0.0,0.2,2025-26
Dean,Henderson,GK,51,9.0,131,3330,0,0,11,51,5,0,7,538,837.8,10.0,0.0,84.7,2025-26
Walter,Benítez,GK,39,0.3,7,90,0,0,1,0,0,0,0,29,22.8,0.0,0.0,2.3,2025-26
Remi,Matthews,GK,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Daniel,Muñoz Mejía,DEF,59,9.2,136,2400,4,4,10,33,7,0,9,469,595.0,396.6,404.0,139.5,2025-26
Maxence,Lacroix,DEF,52,7.1,154,3085,1,2,11,47,4,1,11,529,822.0,106.4,316.0,124.3,2025-26
Tyrick,Mitchell,DEF,50,2.3,135,3253,1,3,12,47,6,0,8,498,649.0,467.3,241.0,136.0,2025-26
Borna,Sosa,DEF,48,0.1,6,99,0,0,0,2,1,0,0,9,12.6,24.1,8.0,4.5,2025-26
Chris,Richards,DEF,44,2.2,128,2825,1,0,11,42,4,0,5,453,727.2,159.6,185.0,107.6,2025-26
Chadi,Riad Dnanou,DEF,40,0.1,20,550,0,1,1,8,2,0,0,84,117.8,23.9,41.0,18.3,2025-26
Nathaniel,Clyne,DEF,38,0.5,17,592,0,1,0,12,1,0,2,50,105.2,55.0,33.0,19.2,2025-26
Rob,Holding,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Caleb,Kporha,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Ismaïla,Sarr,MID,64,5.6,117,2173,9,2,9,29,2,0,9,359,479.8,269.4,601.0,135.1,2025-26
Cheick,Doucouré,MID,49,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Romain,Esse,MID,47,0.1,4,40,0,0,0,0,0,0,0,12,6.8,2.7,6.0,1.5,2025-26
Will,Hughes,MID,47,0.1,45,1560,0,1,5,18,7,0,0,217,198.0,322.9,90.0,60.9,2025-26
Daichi,Kamada,MID,50,0.1,67,1899,0,2,6,28,3,0,0,331,239.2,350.1,155.0,74.5,2025-26
Jefferson,Lerma Solís,MID,49,0.1,69,1722,0,5,7,25,7,0,3,296,287.6,207.2,233.0,72.5,2025-26
Adam,Wharton,MID,50,0.7,112,2552,1,6,8,43,4,1,8,511,494.4,720.0,180.0,139.6,2025-26
Asher,Agbinone,MID,43,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Naouirou,Ahamada,MID,43,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Justin,Devenny,MID,43,1.1,36,785,1,0,1,15,0,0,0,108,115.0,101.8,168.0,38.4,2025-26
Malcolm,Ebiowei,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Jesurun,Rak-Sakyi,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Matheus,França de Oliveira,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
David,Ozoh,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Kaden,Rodney,MID,44,0.1,1,3,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,2025-26
Franco,Umeh-Chibueze,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Jean-Philippe,Mateta,FWD,76,8.1,114,2210,12,0,8,29,2,0,13,397,567.2,160.6,786.0,150.8,2025-26
Eddie,Nketiah,FWD,54,0.3,23,414,2,0,0,12,2,0,3,100,120.0,84.6,173.0,37.8,2025-26
Odsonne,Édouard,FWD,50,0.2,1,2,0,0,0,0,0,0,0,6,2.0,0.0,0.0,0.2,2025-26
Zach,Marsh,FWD,44,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Brennan,Johnson,MID,65,2.4,65,1710,2,1,6,24,6,0,2,217,223.4,311.1,230.0,75.8,2025-26
Jørgen,Strand Larsen,FWD,58,1.4,75,2301,4,1,5,41,4,0,3,215,265.2,203.1,469.0,91.5,2025-26
Evann,Guessand,MID,62,0.0,44,909,1,3,2,15,0,0,0,143,159.4,76.6,187.0,42.0,2025-26
Rio,Cardines,MID,44,0.3,2,90,0,0,0,2,0,0,0,21,15.2,30.0,4.0,4.9,2025-26
Yéremy,Pino Santos,MID,58,0.2,77,2074,2,2,7,28,4,0,3,331,325.8,718.4,371.0,141.4,2025-26
Jaydee,Canvot,DEF,45,0.5,72,1331,0,0,5,23,3,0,9,216,362.4,63.8,56.0,48.1,2025-26
Christantus,Uche,FWD,55,0.1,17,159,0,1,0,4,0,0,0,42,13.2,7.1,73.0,8.8,2025-26
Joél,Drakes-Thomas,MID,45,0.0,2,7,0,0,0,1,0,0,0,6,1.4,1.0,0.0,0.3,2025-26
Dean,Benamar,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Ben,Casey,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
George,King,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Danny,Imray,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Kiernan,Dewsbury-Hall,MID,53,7.9,151,2629,8,7,8,39,6,0,18,598,619.4,601.1,438.0,166.0,2025-26
Tyrique,George,MID,48,0.1,16,351,0,0,1,9,2,0,0,55,44.2,66.2,132.0,23.9,2025-26
Jordan,Pickford,GK,56,13.0,135,3420,0,0,11,50,4,0,11,545,885.2,20.3,2.0,90.8,2025-26
Mark,Travers,GK,42,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Harry,Tyrer,GK,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Jarrad,Branthwaite,DEF,53,0.3,32,678,1,1,1,9,1,0,0,108,175.0,42.8,75.0,29.3,2025-26
James,Tarkowski,DEF,58,12.6,170,3330,2,3,11,48,8,0,12,592,995.6,235.6,422.0,165.7,2025-26
Vitalii,Mykolenko,DEF,49,0.7,95,2959,0,1,9,47,6,0,2,350,559.2,394.1,71.0,102.3,2025-26
Jake,O'Brien,DEF,49,0.7,116,3118,1,3,10,46,6,1,2,368,582.8,282.9,206.0,107.5,2025-26
Séamus,Coleman,DEF,42,0.1,5,19,0,0,0,1,0,0,0,13,7.0,19.3,0.0,2.7,2025-26
Michael,Keane,DEF,45,3.1,131,2588,3,1,7,42,1,1,8,404,770.4,47.4,299.0,111.7,2025-26
Nathan,Patterson,DEF,44,0.0,22,238,0,0,2,2,0,0,0,67,65.6,6.4,17.0,8.8,2025-26
Roman,Dixon,DEF,38,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Reece,Welch,DEF,38,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Iliman,Ndiaye,MID,63,4.7,128,2781,6,3,8,44,2,0,7,540,605.8,479.2,578.0,166.5,2025-26
Dwight,McNeil,MID,55,0.1,53,1161,0,3,6,9,1,0,1,186,140.6,242.4,138.0,52.2,2025-26
Carlos,Alcaraz Durán,MID,52,0.1,29,679,0,1,3,10,4,0,0,121,93.8,161.9,162.0,41.8,2025-26
Idrissa Gana,Gueye,MID,54,0.1,83,2094,2,3,5,26,1,1,4,419,382.6,259.2,208.0,85.1,2025-26
James,Garner,MID,52,3.6,159,3413,2,7,11,50,12,0,13,818,887.0,958.0,237.0,208.4,2025-26
Tim,Iroegbunam,MID,48,0.0,68,1477,0,3,8,18,9,0,1,225,255.0,125.2,81.0,45.9,2025-26
Harrison,Armstrong,MID,45,0.1,21,524,0,0,1,11,0,0,0,84,60.0,69.7,78.0,21.0,2025-26
Callum,Bates,MID,43,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Coby,Ebere,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Isaac,Heath,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Jenson,Metcalfe,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Thierno,Barry,FWD,57,0.8,95,1898,8,0,7,34,3,0,9,295,341.0,207.7,501.0,102.5,2025-26
Norberto Bercique,Gomes Betuncal,FWD,51,3.3,104,1551,9,1,5,19,3,0,15,343,445.8,159.8,655.0,124.5,2025-26
Youssef,Ramalho Chermiti,FWD,49,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Martin,Sherif,FWD,44,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Jack,Grealish,MID,63,5.6,79,1627,2,6,7,23,3,1,12,356,374.2,520.5,397.0,129.2,2025-26
Tom,King,GK,39,1.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Adam,Aznou,DEF,42,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Tyler,Onyango,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Elijah,Campbell,DEF,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Tyler,Dibling,MID,53,0.0,18,349,0,0,2,2,2,0,0,49,46.0,61.0,32.0,13.6,2025-26
Merlin,Röhl,MID,50,0.0,36,675,1,1,2,13,0,0,2,98,113.0,87.4,62.0,26.3,2025-26
Braiden,Graham,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Bernd,Leno,GK,50,2.3,122,3420,0,0,9,51,3,0,8,556,816.2,0.0,0.0,81.5,2025-26
Steven,Benda,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Antonee,Robinson,DEF,49,0.9,65,1487,1,0,4,19,5,0,7,280,375.0,334.6,82.0,79.3,2025-26
Joachim,Andersen,DEF,44,2.8,123,2882,0,1,8,45,7,1,8,424,790.6,131.0,148.0,107.0,2025-26
Calvin,Bassey,DEF,44,0.8,103,2532,1,1,7,40,5,0,9,392,574.0,152.2,115.0,84.5,2025-26
Timothy,Castagne,DEF,43,0.2,61,1838,0,2,3,31,4,0,3,294,373.0,292.2,195.0,86.2,2025-26
Issa,Diop,DEF,43,0.1,31,812,1,0,1,13,2,0,3,103,190.8,8.0,31.0,23.0,2025-26
Jorge,Cuenca Barreno,DEF,43,0.1,39,935,0,0,2,11,6,0,1,155,249.6,47.2,14.0,31.2,2025-26
Kenny,Tete,DEF,45,0.2,81,1791,1,0,6,25,2,0,5,318,416.0,214.1,108.0,73.9,2025-26
Samuel,Amissah,DEF,38,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Alex,Iwobi,MID,61,1.1,103,2420,4,3,5,40,3,0,13,508,511.2,739.4,343.0,159.4,2025-26
Emile,Smith Rowe,MID,56,0.5,80,1909,3,1,6,27,1,0,1,351,291.6,330.0,404.0,102.6,2025-26
Andreas,Hoelgebaum Pereira,MID,53,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Ryan,Sessegnon,MID,54,0.1,95,1816,3,3,6,29,0,0,8,332,413.8,225.0,229.0,86.7,2025-26
Harry,Wilson,MID,58,17.4,168,2674,10,9,9,38,7,0,21,637,707.2,661.1,601.0,196.9,2025-26
Sander,Berge,MID,49,0.1,91,2904,0,3,8,45,5,0,3,503,437.8,365.1,105.0,91.0,2025-26
Tom,Cairney,MID,48,0.0,41,756,2,0,2,10,3,0,1,181,153.4,195.6,64.0,41.4,2025-26
Saša,Lukić,MID,49,0.1,67,1730,1,4,6,22,9,0,4,314,317.6,441.6,176.0,93.4,2025-26
Martial,Godo,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Luke,Harris,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Josh,King,MID,44,1.6,63,1290,1,3,5,18,4,0,3,225,207.4,198.7,336.0,73.3,2025-26
Harrison,Reed,MID,43,0.3,15,89,1,0,0,4,0,0,2,48,42.0,44.4,11.0,9.7,2025-26
Raúl,Jiménez Rodríguez,FWD,59,1.8,112,2183,9,5,9,28,5,0,7,410,479.4,331.5,729.0,153.1,2025-26
Rodrigo,Muniz Carvalho,FWD,53,0.7,36,987,1,1,3,13,2,0,3,94,113.2,93.2,287.0,47.3,2025-26
Oscar,Bobb,MID,51,0.2,42,1030,0,2,4,13,1,0,0,182,140.4,315.4,205.0,66.4,2025-26
Benjamin,Lecomte,GK,39,0.7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Samuel,Chukwueze,MID,53,0.1,62,1067,3,4,2,20,0,0,1,242,274.0,346.7,243.0,85.8,2025-26
Kevin,Santos Lopes de Macedo,MID,57,0.1,49,1030,1,3,4,15,1,0,0,183,216.0,246.6,243.0,70.4,2025-26
Jonah,Kusi-Asare,FWD,45,0.1,6,49,0,0,0,2,1,0,0,19,3.2,12.0,8.0,2.3,2025-26
Seth,Ridgeon,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Alfie,McNally,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Facundo,Buonanotte,MID,46,0.1,3,81,0,0,0,4,1,0,0,9,13.2,40.0,21.0,7.4,2025-26
Illan,Meslier,GK,41,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Alex,Cairns,GK,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Karl,Darlow,GK,40,6.9,71,1980,0,0,5,27,1,0,3,334,531.4,0.0,0.0,53.4,2025-26
Jayden,Bogle,DEF,44,0.4,96,2795,1,5,6,44,6,0,1,311,436.0,346.1,218.0,100.3,2025-26
Pascal,Struijk,DEF,42,1.9,108,2935,0,1,7,48,5,0,4,412,697.4,161.5,272.0,113.1,2025-26
Jaka,Bijol,DEF,39,1.3,99,1888,1,3,5,26,4,0,6,323,531.8,84.5,243.0,86.0,2025-26
Sebastiaan,Bornauw,DEF,38,0.1,25,429,0,0,2,5,1,0,0,73,98.6,6.3,19.0,12.2,2025-26
Sam,Byram,DEF,37,0.4,2,8,0,0,0,1,0,0,0,1,5.4,0.0,0.0,0.5,2025-26
Gabriel,Gudmundsson,DEF,38,2.5,68,2637,0,0,5,45,4,1,8,286,442.6,363.7,158.0,96.4,2025-26
Joe,Rodon,DEF,39,3.0,109,2952,2,0,6,53,3,0,5,373,707.2,137.3,242.0,109.1,2025-26
Isaac,Schmidt,DEF,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Brenden,Aaronson,MID,54,0.8,126,2449,4,8,9,32,3,0,5,446,482.8,486.7,498.0,146.7,2025-26
Wilfried,Gnonto,MID,51,0.1,32,521,0,3,1,14,3,0,0,134,85.2,129.3,61.0,27.5,2025-26
Jack,Harrison,MID,51,0.0,12,262,0,0,0,5,0,0,0,51,30.0,49.4,35.0,11.5,2025-26
Daniel,James,MID,52,0.1,23,547,0,0,1,16,0,0,0,93,70.8,133.1,133.0,33.9,2025-26
Ethan,Ampadu,MID,49,0.6,134,3119,1,4,8,49,10,0,11,586,592.2,384.8,166.0,114.7,2025-26
Sam,Greenwood,MID,49,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Ilia,Gruev,MID,47,0.1,56,1318,0,4,5,23,3,0,3,245,199.4,171.0,64.0,43.2,2025-26
Largie,Ramazani,MID,49,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Tanaka,Ao,MID,48,0.2,67,1307,2,1,3,22,1,0,4,288,224.2,307.6,104.0,63.6,2025-26
Charlie,Crew,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Joe,Gelhardt,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Darko,Gyabi,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Joël,Piroe,FWD,49,0.3,17,244,0,0,1,9,0,0,0,42,13.6,38.1,120.0,16.5,2025-26
Patrick,Bamford,FWD,49,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Mateo,Joseph Fernández-Regatillo,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Lukas,Nmecha,FWD,50,0.5,73,1065,6,1,3,23,0,0,8,268,290.4,153.5,434.0,87.8,2025-26
Sean,Longstaff,MID,48,0.2,56,1003,2,2,1,20,2,0,5,273,291.8,403.7,116.0,81.2,2025-26
Anton,Stach,MID,48,1.7,137,2369,5,6,7,36,3,0,14,550,650.0,921.4,315.0,188.8,2025-26
Lucas Estella,Perri,GK,44,0.3,43,1440,0,0,3,29,2,0,3,153,322.4,0.0,0.0,32.2,2025-26
Dominic,Calvert-Lewin,FWD,58,13.7,142,2721,14,2,8,34,3,0,20,472,619.6,311.1,1026.0,194.7,2025-26
Noah,Okafor,MID,55,0.9,109,1553,8,3,6,26,3,0,11,354,438.8,275.0,435.0,115.0,2025-26
James,Justin,DEF,40,2.3,94,1893,2,1,6,26,4,0,9,338,469.8,190.9,220.0,88.3,2025-26
Harry,Gray,FWD,45,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Sam,Chambers,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Jayden,Lienou,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Rhys,Chadwick,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Alfie,Cresswell,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Alisson,Becker,GK,54,5.1,91,2340,0,0,8,31,1,0,8,389,479.8,0.1,0.0,47.8,2025-26
Giorgi,Mamardashvili,GK,41,0.7,34,867,0,0,2,18,0,0,2,139,275.6,0.0,0.0,27.5,2025-26
Ármin,Pécsi,GK,38,0.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Freddie,Woodman,GK,39,0.3,6,212,0,0,0,4,0,0,0,34,83.8,0.0,0.0,8.4,2025-26
Jeremie,Frimpong,DEF,57,4.9,63,1032,0,5,5,13,1,0,1,237,133.2,244.6,186.0,56.5,2025-26
Milos,Kerkez,DEF,56,2.9,85,2251,2,1,6,37,4,0,4,357,434.6,415.8,141.0,99.4,2025-26
Andrew,Robertson,DEF,57,1.2,55,1165,1,0,4,16,0,0,4,216,239.8,318.8,121.0,68.2,2025-26
Virgil,van Dijk,DEF,61,31.5,175,3420,6,1,10,53,4,0,10,593,1169.4,215.9,490.0,187.6,2025-26
Ibrahima,Konaté,DEF,54,3.8,129,3090,1,0,10,45,7,0,8,532,779.2,160.5,119.0,106.1,2025-26
Conor,Bradley,DEF,49,0.1,42,928,0,2,4,13,5,0,2,157,157.4,105.2,62.0,32.3,2025-26
Joe,Gomez,DEF,49,0.2,33,594,0,2,2,14,4,0,2,94,122.8,77.8,31.0,23.2,2025-26
Konstantinos,Tsimikas,DEF,48,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Amara,Nallo,DEF,37,0.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Rhys,Williams,DEF,37,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Calvin,Ramsay,DEF,37,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Mohamed,Salah,MID,140,15.2,123,2144,7,7,7,35,1,0,11,392,524.8,740.7,805.0,207.1,2025-26
Florian,Wirtz,MID,83,8.5,125,2374,5,4,10,32,1,0,17,521,526.4,908.2,665.0,210.0,2025-26
Luis,Díaz Marulanda,MID,80,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Cody,Gakpo,MID,73,5.6,131,2736,7,5,10,39,3,0,5,449,540.4,714.7,831.0,208.4,2025-26
Federico,Chiesa,MID,63,0.3,37,317,2,1,0,9,3,0,0,135,122.0,47.5,182.0,34.9,2025-26
Alexis,Mac Allister,MID,61,1.8,108,2654,2,5,7,41,7,0,9,490,475.4,562.2,365.0,139.9,2025-26
Dominik,Szoboszlai,MID,71,15.1,160,3232,6,7,9,52,8,1,21,780,867.8,1324.6,417.0,260.9,2025-26
Curtis,Jones,MID,54,0.1,81,1923,1,3,3,37,2,0,6,447,407.4,412.1,227.0,104.6,2025-26
Ryan,Gravenberch,MID,54,3.7,144,2991,5,5,9,42,5,0,17,671,687.0,497.2,220.0,140.1,2025-26
Endo,Wataru,MID,49,0.1,12,170,0,1,1,5,1,0,0,49,56.0,18.1,6.0,8.0,2025-26
Stefan,Bajčetić Maquieira,MID,42,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
James,McConnell,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Tyler,Morton,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-26
Trey,Nyoni,MID,43,0.3,6,21,0,0,0,1,0,0,0,11,4.2,13.4,4.0,2.1,2025-26
